"UniProt_ID"	"GENE_ID"	"Gene_Name"	"Gene_products"
"Q54VI4"	"DDB_G0280317"	"DDB_G0280317"	"putative glutathione S-transferase alpha-3"
"Q54VI5"	"DDB_G0280315"	"DDB_G0280315"	""
"Q54VI6"	"DDB_G0280313"	"ssr2"	"translocon-associated protein subunit beta"
"Q54VI7"	"DDB_G0280311"	"DDB_G0280311"	"Protein STB6"
"Q54VI8"	"DDB_G0280391"	"DDB_G0280391"	""
"Q54VI9"	"DDB_G0280309"	"mcm3"	"MCM family protein, putative DNA replication licensing factor"
"Q54VJ0"	"DDB_G0280055"	"abcC2"	"ABC transporter C family protein"
"Q54VJ1"	"DDB_G0280307"	"DDB_G0280307"	"beta-lactamase family protein"
"Q54VJ3"	"DDB_G0280305"	"DDB_G0280305"	"unknown"
"Q54VJ6"	"DDB_G0280299"	"DDB_G0280299"	""
"Q54VJ9"	"DDB_G0280293"	"coq1"	"trans-prenyltransferase, hexaprenyl pyrophosphate synthetase"
"Q54VK0"	"DDB_G0280291"	"DDB_G0280291"	"methenyl tetrahydrofolate cyclohydrolase / NADP-dependent methylene H4F dehydrogenase, methenyl tetrahydrofolate cyclohydrolase / NADP-dependent methylene H4F dehydrogenase, mitochondrial"
"Q54VK1"	"DDB_G0280289"	"DDB_G0280289"	"Nucleolar GTP-binding protein 2"
"Q54VK2"	"DDB_G0280287"	"DDB_G0280287"	""
"Q54VK5"	"DDB_G0280281"	"bpiL"	"putative bactericidal permeability-increasing family protein L"
"Q54VK6"	"DDB_G0280279"	"DDB_G0280279"	"unknown"
"Q54VK7"	"DDB_G0280277"	"DDB_G0280277"	""
"Q54VK8"	"DDB_G0280389"	"DDB_G0280389"	""
"Q54VL0"	"DDB_G0280387"	"DDB_G0280387"	""
"Q54VL1"	"DDB_G0294499"	"staB"	"cellulose-binding domain-containing protein"
"Q54VL2"	"DDB_G0280271"	"DDB_G0280271"	"unknown"
"Q54VL3"	"DDB_G0280269"	"DDB_G0280269"	""
"Q54VL5"	"DDB_G0280267"	"allC"	"allantoicase"
"Q54VL6"	"DDB_G0280265"	"DDB_G0280265"	"Ribosomal-protein-alanine acetyltransferase"
"Q54VL7"	"DDB_G0280263"	"DDB_G0280263"	"glycoside hydrolase family 16 protein"
"Q54VL8"	"DDB_G0280261"	"DDB_G0280261"	"LisH/WD repeat-containing protein"
"Q54VL9"	"DDB_G0280259"	"DDB_G0280259"	"Lariat debranching enzyme"
"Q54VM1"	"DDB_G0280257"	"DDB_G0280257"	""
"Q54VM2"	"DDB_G0280255"	"mdhC"	"malate dehydrogenase"
"Q54VM3"	"DDB_G0280253"	"DDB_G0280253"	"RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP)"
"Q54VM4"	"DDB_G0280251"	"DDB_G0280251"	"putative exosome complex exonuclease"
"Q54VM5"	"DDB_G0280249"	"ase1A"	"MAP65/ASE1 family protein Ase1A"
"Q54VM6"	"DDB_G0280247"	"DDB_G0280247"	"Integral membrane protein GPR137B"
"Q54VM7"	"DDB_G0280245"	"ecmL"	"cellulose-binding domain-containing protein, putative extracellular matrix protein"
"Q54VM8"	"DDB_G0280385"	"DDB_G0280385"	""
"Q54VM9"	"DDB_G0280243"	"DDB_G0280243"	"ATP synthase mitochondrial F1 complex assembly factor 1"
"Q54VN2"	"DDB_G0280237"	"coq5"	"ubiE/COQ5 methyltransferase family protein"
"Q54VN3"	"DDB_G0280235"	"DDB_G0280235"	"DUF1682 family protein"
"Q54VN4"	"DDB_G0280233"	"DDB_G0280233"	"unknown"
"Q54VN6"	"DDB_G0280229"	"rpl24"	"S60 ribosomal protein L24"
"Q54VN7"	"DDB_G0280227"	"DDB_G0280227"	""
"Q54VN8"	"DDB_G0280225"	"DDB_G0280225"	"unknown"
"Q54VN9"	"DDB_G0280223"	"iliF"	"unknown"
"Q54VP0"	"DDB_G0280221"	"DDB_G0280221"	"WD40 repeat-containing protein, putative guanine nucleotide exchange factor (GEF), DENN domain-containing protein, C2 calcium-dependent membrane targeting domain-containing protein"
"Q54VP1"	"DDB_G0280219"	"vps55"	"vacuolar protein sorting 55 family protein"
"Q54VP3"	"DDB_G0280217"	"DDB_G0280217"	""
"Q54VP4"	"DDB_G0280215"	"hsp48"	"heat shock protein 48"
"Q54VP5"	"DDB_G0280383"	"DDB_G0280383"	""
"Q54VP7"	"DDB_G0280211"	"DDB_G0280211"	""
"Q54VP8"	"DDB_G0280209"	"DDB_G0280209"	"unknown"
"Q54VQ0"	"DDB_G0280205"	"DDB_G0280205"	""
"Q54VQ1"	"DDB_G0280037"	"ddj1"	"heat shock protein"
"Q54VQ4"	"DDB_G0280201"	"DDB_G0280201"	"unknown"
"Q54VQ5"	"DDB_G0280199"	"gadA"	"glutamate decarboxylase A"
"Q54VQ6"	"DDB_G0280197"	"sepsecs"	"O-phosphoseryl-tRNA(Sec) selenium transferase"
"Q54VQ7"	"DDB_G0280195"	"hdaC"	"FYVE-type zinc finger-containing protein, HMG-I and HMG-Y, DNA-binding domain-containing protein, histone deacetylase family protein, type-2 histone deacetylase"
"Q54VQ8"	"DDB_G0280193"	"DDB_G0280193"	""
"Q54VQ9"	"DDB_G0280191"	"DDB_G0280191"	"amidohydrolase 2 family protein"
"Q54VR0"	"DDB_G0280189"	"DDB_G0280189"	"FAD dependent oxidoreductase domain-containing protein, monooxygenase family protein"
"Q54VR1"	"DDB_G0280187"	"DDB_G0280187"	"peptidase C1A family protein, papain family cysteine protease, cathepsin Z-like protein"
"Q54VR2"	"DDB_G0280185"	"DDB_G0280185"	"unknown"
"Q54VR3"	"DDB_G0280379"	"DDB_G0280379"	""
"Q54VR4"	"DDB_G0280377"	"DDB_G0280377"	"pleckstrin homology (PH) domain-containing protein, putative phosphatidylinositol phosphate kinase"
"Q54VR5"	"DDB_G0280183"	"sglB"	"sphingosine-1-phosphate lyase, S1P lyase"
"Q54VR6"	"DDB_G0280181"	"DDB_G0280181"	"ankyrin repeat-containing protein, RA domain-containing protein"
"Q54VR7"	"DDB_G0280375"	"DDB_G0280375"	""
"Q54VR8"	"DDB_G0280179"	"elmoB"	"engulfment and cell motility ELM family protein B"
"Q54VR9"	"DDB_G0280177"	"DDB_G0280177"	"Hepatoma-derived growth factor-related protein 2"
"Q54VS0"	"DDB_G0280175"	"dynD"	"dynactin 62 kDa subunit"
"Q54VS1"	"DDB_G0280173"	"isca1"	"iron-sulfur cluster assembly 1 homolog"
"Q54VS2"	"DDB_G0280171"	"psiP"	"PA14 domain-containing protein"
"Q54VS4"	"DDB_G0280167"	"psiO"	"PA14 domain-containing protein"
"Q54VS5"	"DDB_G0280165"	"DDB_G0280165"	"vacuolar sorting protein 9 domain-containing protein"
"Q54VS6"	"DDB_G0280163"	"DDB_G0280163"	""
"Q54VS7"	"DDB_G0280161"	"mcfK"	"mitochondrial substrate carrier family protein K"
"Q54VS8"	"DDB_G0280159"	"DDB_G0280159"	"unknown"
"Q54VS9"	"DDB_G0280157"	"DDB_G0280157"	""
"Q54VT1"	"DDB_G0280153"	"DDB_G0280153"	""
"Q54VT3"	"DDB_G0280149"	"DDB_G0280149"	""
"Q54VT4"	"DDB_G0280147"	"ddx47"	"putative RNA helicase, DEAD/DEAH box helicase"
"Q54VT5"	"DDB_G0280145"	"DDB_G0280145"	"glycoside hydrolase family 63 protein"
"Q54VT7"	"DDB_G0280373"	"DDB_G0280373"	"DUF1764 family protein"
"Q54VT8"	"DDB_G0280371"	"DDB_G0280371"	"glycerol kinase"
"Q54VT9"	"DDB_G0280143"	"DDB_G0280143"	"Rab escort protein (REP), Rab proteins geranylgeranyltransferase component A"
"Q54VU0"	"DDB_G0280141"	"DDB_G0280141"	""
"Q54VU1"	"DDB_G0280139"	"DDB_G0280139"	""
"Q54VU2"	"DDB_G0280137"	"DDB_G0280137"	""
"Q54VU3"	"DDB_G0280135"	"DDB_G0280135"	"methionine adenosyltransferase regulatory beta subunit"
"Q54VU4"	"DDB_G0280133"	"DDB_G0280133"	"CAMKL family protein kinase DDB_G0280133"
"Q54VU5"	"DDB_G0280131"	"DDB_G0280131"	"armadillo repeat-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, ARMK family protein kinase"
"Q54VU6"	"DDB_G0280129"	"DDB_G0280129"	""
"Q54VU7"	"DDB_G0280127"	"map1d"	"methionine aminopeptidase"
"Q54VU8"	"DDB_G0280125"	"DDB_G0280125"	""
"Q54VU9"	"DDB_G0280123"	"DDB_G0280123"	""
"Q54VV0"	"DDB_G0280121"	"DDB_G0280121"	"C2H2-type zinc finger-containing protein"
"Q54VV1"	"DDB_G0280119"	"DDB_G0280119"	""
"Q54VV3"	"DDB_G0280117"	"DDB_G0280117"	"Slit homolog 1 protein"
"Q54VV4"	"DDB_G0280115"	"DDB_G0280115"	"FNIP repeat-containing protein"
"Q54VV5"	"DDB_G0280113"	"anapc5"	"anaphase promoting complex subunit 5"
"Q54VV7"	"DDB_G0280111"	"DDB_G0280111"	"NAK family protein kinase DDB_G0280111"
"Q54VV8"	"DDB_G0280109"	"med11"	"putative mediator complex subunit 11"
"Q54VV9"	"DDB_G0280369"	"DDB_G0280369"	"Protein MGA2"
"Q54VW1"	"DDB_G0280105"	"DDB_G0280105"	"peptidase S10 family protein, serine carboxypeptidase, carboxypeptidase D"
"Q54VW2"	"DDB_G0280103"	"DDB_G0280103"	"unknown"
"Q54VW5"	"DDB_G0280097"	"DDB_G0280097"	"PA14 domain-containing protein"
"Q54VW7"	"DDB_G0280093"	"gacGG"	"regulator of chromosome condensation (RCC1) domain-containing protein, RhoGAP domain-containing protein"
"Q54VW9"	"DDB_G0280091"	"DDB_G0280091"	"ubiquitin-conjugating enzyme E2, ubiquitin--protein ligase"
"Q54VX0"	"DDB_G0280367"	"DDB_G0280367"	"tetratricopeptide repeat-containing protein"
"Q54VX1"	"DDB_G0280089"	"DDB_G0280089"	"RING zinc finger-containing protein"
"Q54VX2"	"DDB_G0280087"	"gxcS"	"pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein"
"Q54VX3"	"DDB_G0280085"	"DDB_G0280085"	"unknown"
"Q54VX4"	"DDB_G0280083"	"mcfJ"	"mitochondrial substrate carrier family protein J"
"Q54VX5"	"DDB_G0280081"	"exoc2"	"exocyst complex subunit 2"
"Q54VX6"	"DDB_G0280079"	"ada2"	"transcriptional adapter 2"
"Q54VX7"	"DDB_G0280077"	"bloc1s1"	"biogenesis of lysosome-related organelles complex-1, subunit 1"
"Q54VX8"	"DDB_G0280075"	"DDB_G0280075"	""
"Q54VX9"	"DDB_G0280073"	"DDB_G0280073"	"Putative tyrosine-protein phosphatase OCA6"
"Q54VY0"	"DDB_G0280071"	"DDB_G0280071"	""
"Q54VY1"	"DDB_G0280069"	"DDB_G0280069"	""
"Q54VY2"	"DDB_G0280067"	"DDB_G0280067"	"protein phosphatase 2C-related protein"
"Q54VY3"	"DDB_G0280065"	"DDB_G0280065"	""
"Q54VY4"	"DDB_G0280063"	"DDB_G0280063"	""
"Q54VY8"	"DDB_G0280007"	"DDB_G0280007"	""
"Q54VZ3"	"DDB_G0279999"	"DDB_G0279999"	"EGF-like domain-containing protein"
"Q54VZ4"	"DDB_G0279997"	"rpl18"	"S60 ribosomal protein L18"
"Q54VZ5"	"DDB_G0279995"	"DDB_G0279995"	"putative glycoside hydrolase"
"Q54VZ8"	"DDB_G0279991"	"exoc8"	"exocyst complex subunit 8"
"Q54VZ9"	"DDB_G0279989"	"DDB_G0279989"	""
"Q54W00"	"DDB_G0280025"	"DDB_G0280025"	""
"Q54W01"	"DDB_G0279987"	"DDB_G0279987"	""
"Q54W02"	"DDB_G0279985"	"DDB_G0279985"	"putative transmembrane protein"
"Q54W03"	"DDB_G0279983"	"ctrB"	"putative cationic amino acid transporter, solute carrier family 7 member protein"
"Q54W04"	"DDB_G0280023"	"DDB_G0280023"	""
"Q54W05"	"DDB_G0279981"	"DDB_G0279981"	""
"Q54W06"	"DDB_G0279979"	"DDB_G0279979"	"unknown"
"Q54W07"	"DDB_G0279977"	"bud32"	"putative protein serine/threonine kinase Bud32"
"Q54W08"	"DDB_G0279975"	"DDB_G0279975"	""
"Q54W09"	"DDB_G0279973"	"DDB_G0279973"	"AhpC/TSA family protein"
"Q54W10"	"DDB_G0279971"	"DDB_G0279971"	""
"Q54W11"	"DDB_G0280021"	"mcfL"	"mitochondrial substrate carrier family protein L"
"Q54W12"	"DDB_G0280019"	"DDB_G0280019"	"DJ-1/ThiJ/PfpI family protein"
"Q54W13"	"DDB_G0280017"	"DDB_G0280017"	"Zinc finger C3H1 domain-containing protein"
"Q54W15"	"DDB_G0279969"	"DDB_G0279969"	""
"Q54W16"	"DDB_G0279967"	"DDB_G0279967"	"UPF0406 family protein"
"Q54W18"	"DDB_G0279965"	"DDB_G0279965"	"NAD-dependent epimerase/dehydratase family protein, DUF1731 family protein"
"Q54W21"	"DDB_G0279963"	"DDB_G0279963"	""
"Q54W22"	"DDB_G0280015"	"DDB_G0280015"	""
"Q54W23"	"DDB_G0279961"	"drpp40"	"RNase P protein subunit, RNase MRP protein subunit"
"Q54W24"	"DDB_G0279915"	"abcB4"	"ABC transporter B family protein AbcB4"
"Q54W25"	"DDB_G0279959"	"eco1"	"establishment of cohesion 1"
"Q54W27"	"DDB_G0279957"	"DDB_G0279957"	""
"Q54W28"	"DDB_G0279955"	"DDB_G0279955"	""
"Q54W29"	"DDB_G0279953"	"DDB_G0279953"	""
"Q54W30"	"DDB_G0279951"	"DDB_G0279951"	"AhpC/TSA family protein"
"Q54W34"	"DDB_G0279945"	"DDB_G0279945"	""
"Q54W35"	"DDB_G0279909"	"lipA"	"putative arachidonate 12-lipoxygenase, lipoxygenase"
"Q54W36"	"DDB_G0279913"	"dhkH"	"histidine kinase H"
"Q54W37"	"DDB_G0279943"	"DDB_G0279943"	"putative sodium-dependent phosphate transporter"
"Q54W38"	"DDB_G0279941"	"DDB_G0279941"	"Uncharacterized protein YMR196W"
"Q54W39"	"DDB_G0279939"	"DDB_G0279939"	"transmembrane protein"
"Q54W40"	"DDB_G0279927"	"Dd5P1"	"inositol 5-phosphatase"
"Q54W41"	"DDB_G0279937"	"DDB_G0279937"	""
"Q54W42"	"DDB_G0279935"	"DDB_G0279935"	"C2 domain-containing protein"
"Q54W43"	"DDB_G0280013"	"hspM"	"heat shock protein Hsp20 domain-containing protein"
"Q54W44"	"DDB_G0279933"	"DDB_G0279933"	""
"Q54W50"	"DDB_G0279907"	"DDB_G0279907"	"unknown"
"Q54W51"	"DDB_G0279905"	"DDB_G0279905"	"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial"
"Q54W52"	"DDB_G0279903"	"wdr12"	"WD40 repeat-containing protein, NLE domain-containing protein"
"Q54W55"	"DDB_G0279871"	"areA"	"zinc finger, B-box domain and FNIP repeat-containing protein"
"Q54W56"	"DDB_G0279873"	"DDB_G0279873"	"B-box zinc finger-containing protein/FNIP repeat-containing protein"
"Q54W57"	"DDB_G0279901"	"DDB_G0279901"	""
"Q54W60"	"DDB_G0279879"	"DDB_G0279879"	""
"Q54W68"	"DDB_G0279891"	"DDB_G0279891"	""
"Q54W72"	"DDB_G0279851"	"DDB_G0279851"	"HAG group protein, GCN5-related N-acetyltransferase, GNAT family protein"
"Q54W76"	"DDB_G0279845"	"DDB_G0279845"	""
"Q54W77"	"DDB_G0279843"	"DDB_G0279843"	"Uncharacterized protein ygiD"
"Q54W81"	"DDB_G0279859"	"DDB_G0279859"	"EGF-like domain-containing protein"
"Q54W82"	"DDB_G0306976"	"DDB_G0306976"	"unknown"
"Q54W83"	"DDB_G0279837"	"lsm1"	"LSM (like-Sm) domain-containing protein"
"Q54W84"	"DDB_G0279835"	"DDB_G0279835"	""
"Q54W86"	"DDB_G0279831"	"DDB_G0279831"	"CAMK1 family protein kinase DDB_G0279831"
"Q54W87"	"DDB_G0279829"	"DDB_G0279829"	"putative transmembrane protein, DUF1295 family protein"
"Q54W88"	"DDB_G0279827"	"ivdA"	"isovaleryl-CoA dehydrogenase, mitochondrial"
"Q54W89"	"DDB_G0279825"	"DDB_G0279825"	""
"Q54W90"	"DDB_G0279823"	"sey1"	"atlastin"
"Q54W91"	"DDB_G0279821"	"DDB_G0279821"	"RNA-binding protein NOB1"
"Q54W92"	"DDB_G0279819"	"DDB_G0279819"	""
"Q54W93"	"DDB_G0279817"	"DDB_G0279817"	""
"Q54W94"	"DDB_G0279815"	"DDB_G0279815"	"putative transmembrane protein"
"Q54W95"	"DDB_G0279813"	"DDB_G0279813"	"Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha"
"Q54W96"	"DDB_G0279811"	"DDB_G0279811"	""
"Q54W97"	"DDB_G0279809"	"DDB_G0279809"	""
"Q54W99"	"DDB_G0279807"	"DDB_G0279807"	"Metal transporter CNNM2"
"Q54WA1"	"DDB_G0279805"	"DDB_G0279805"	""
"Q54WA2"	"DDB_G0279803"	"DDB_G0279803"	"Zinc finger HIT domain-containing protein 2"
"Q54WA3"	"DDB_G0279801"	"pex7"	"WD40 repeat-containing protein, peroxisomal biogenesis factor 7, peroxin 7, peroxisome targeting signal type 2 receptor"
"Q54WA4"	"DDB_G0279855"	"mrps10"	"ribosomal protein S10, mitochondrial"
"Q54WA7"	"DDB_G0279735"	"pufA"	"RNA-binding protein PufA"
"Q54WA8"	"DDB_G0279785"	"cniB"	"cornichon family protein"
"Q54WA9"	"DDB_G0279783"	"DDB_G0279783"	"short-chain dehydrogenase/reductase (SDR) family protein, glucose/ribitol dehydrogenase family protein"
"Q54WB3"	"DDB_G0279775"	"DDB_G0279775"	""
"Q54WB6"	"DDB_G0279769"	"psmG1"	"proteasome assembly chaperone 1"
"Q54WB7"	"DDB_G0279767"	"DDB_G0279767"	""
"Q54WB8"	"DDB_G0279765"	"DDB_G0279765"	""
"Q54WB9"	"DDB_G0279763"	"cyp513D1"	"cytochrome P450 family protein"
"Q54WC0"	"DDB_G0279761"	"DDB_G0279761"	"G11 family protein kinase DDB_G0279761"
"Q54WC2"	"DDB_G0279759"	"DDB_G0279759"	""
"Q54WC3"	"DDB_G0279757"	"DDB_G0279757"	""
"Q54WC4"	"DDB_G0279791"	"plnA"	"perilipin"
"Q54WC5"	"DDB_G0279789"	"DDB_G0279789"	""
"Q54WC6"	"DDB_G0279787"	"DDB_G0279787"	""
"Q54WC8"	"DDB_G0279755"	"DDB_G0279755"	"OB fold-containing protein, nucleic acid binding"
"Q54WC9"	"DDB_G0279753"	"DDB_G0279753"	""
"Q54WD1"	"DDB_G0279749"	"DDB_G0279749"	""
"Q54WD2"	"DDB_G0279747"	"DDB_G0279747"	""
"Q54WD3"	"DDB_G0279745"	"DDB_G0279745"	""
"Q54WD4"	"DDB_G0279743"	"tlp3"	"putative tRNA-histidine guanylyltransferase"
"Q54WD5"	"DDB_G0279741"	"DDB_G0279741"	""
"Q54WD6"	"DDB_G0279739"	"trmt5"	"tRNA (guanine-N1-)-methyltransferase, tRNA [GM37] methyltransferase"
"Q54WD7"	"DDB_G0279719"	"DDB_G0279719"	"NEK family protein kinase DDB_G0279719"
"Q54WD8"	"DDB_G0279717"	"DDB_G0279717"	"carboxylesterase, type B family protein"
"Q54WD9"	"DDB_G0279715"	"mtyrS"	"tyrosine-tRNA ligase, tyrosyl-tRNA synthetase, putative mitochondrial tyrosyl-tRNA synthetase, putative mitochondrial tyrosine-tRNA ligase"
"Q54WE0"	"DDB_G0279713"	"aplK"	"amoebapore-like protein K"
"Q54WE1"	"DDB_G0279711"	"cmr"	"putative actin binding protein, comitin-like protein, putative mannose binding protein, B_lectin domain-containing protein"
"Q54WE2"	"DDB_G0279709"	"DDB_G0279709"	"unknown"
"Q54WE3"	"DDB_G0279707"	"iliP"	"DUF3430 family protein"
"Q54WE4"	"DDB_G0279705"	"aplE"	"amoebapore-like protein E"
"Q54WE5"	"DDB_G0279703"	"prpf4B"	"protein serine/threonine kinase Prpf4B"
"Q54WE6"	"DDB_G0279701"	"DDB_G0279701"	""
"Q54WE8"	"DDB_G0279697"	"DDB_G0279697"	""
"Q54WE9"	"DDB_G0279695"	"DDB_G0279695"	"RNA recognition motif-containing protein RRM"
"Q54WF0"	"DDB_G0279693"	"DDB_G0279693"	"importin beta family protein"
"Q54WF2"	"DDB_G0279689"	"eftud1"	"elongation factor Tu domain-containing protein, small GTP-binding protein domain-containing protein, band 7 family protein"
"Q54WF3"	"DDB_G0279687"	"DDB_G0279687"	"unknown"
"Q54WF4"	"DDB_G0279685"	"DDB_G0279685"	""
"Q54WF5"	"DDB_G0279683"	"DDB_G0279683"	"putative transmembrane protein"
"Q54WF8"	"DDB_G0279731"	"DDB_G0279731"	""
"Q54WF9"	"DDB_G0279679"	"DDB_G0279679"	"NF-kappa-B inhibitor alpha"
"Q54WG0"	"DDB_G0279677"	"denr"	"density-regulated protein"
"Q54WG1"	"DDB_G0279675"	"DDB_G0279675"	"putative pantetheine hydrolase"
"Q54WG3"	"DDB_G0279673"	"DDB_G0279673"	"unknown"
"Q54WG4"	"DDB_G0279671"	"DDB_G0279671"	""
"Q54WG5"	"DDB_G0279669"	"fncE"	"Fanconi anemia group E protein"
"Q54WG6"	"DDB_G0279667"	"H2AX"	"histone H2A"
"Q54WG7"	"DDB_G0279665"	"DDB_G0279665"	""
"Q54WG8"	"DDB_G0279663"	"DDB_G0279663"	"SAP DNA-binding domain-containing protein"
"Q54WG9"	"DDB_G0279661"	"DDB_G0279661"	"HMG1/2 (high mobility group) box-containing protein"
"Q54WH0"	"DDB_G0279659"	"snd1"	"Staphylococcus nuclease (SNase-like) domain-containing protein, tudor domain-containing protein"
"Q54WH1"	"DDB_G0279727"	"DDB_G0279727"	""
"Q54WH2"	"DDB_G0279607"	"forA"	"profilin binding protein ForA"
"Q54WH4"	"DDB_G0279723"	"med17"	"putative mediator complex subunit 17"
"Q54WH5"	"DDB_G0279657"	"elmoE"	"engulfment and cell motility ELM family protein E"
"Q54WH6"	"DDB_G0279655"	"DDB_G0279655"	"putative phosphotyrosyl phosphatase activator"
"Q54WH7"	"DDB_G0279653"	"DDB_G0279653"	""
"Q54WH9"	"DDB_G0279651"	"DDB_G0279651"	""
"Q54WI0"	"DDB_G0279649"	"acapA"	"Arf GTPase activating protein A"
"Q54WI1"	"DDB_G0279647"	"DDB_G0279647"	"Immunoglobulin-binding protein 1"
"Q54WI2"	"DDB_G0279645"	"DDB_G0279645"	""
"Q54WI3"	"DDB_G0279643"	"DDB_G0279643"	""
"Q54WI4"	"DDB_G0279641"	"sae1"	"sumo-activating enzyme subunit 1, ubiquitin-like 1-activating enzyme E1A"
"Q54WI5"	"DDB_G0279639"	"DDB_G0279639"	"SAP DNA-binding domain-containing protein, RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM"
"Q54WI6"	"DDB_G0279637"	"DDB_G0279637"	""
"Q54WI7"	"DDB_G0279635"	"DDB_G0279635"	"SAP30-binding protein"
"Q54WI8"	"DDB_G0279633"	"psmD7"	"26S proteasome non-ATPase regulatory subunit 7, 26S proteasome regulatory subunit S12, Mov34 domain-containing protein"
"Q54WJ0"	"DDB_G0279629"	"lkb1"	"protein serine/threonine kinase LKB1"
"Q54WJ1"	"DDB_G0279627"	"DDB_G0279627"	""
"Q54WJ4"	"DDB_G0279623"	"DDB_G0279623"	""
"Q54WJ5"	"DDB_G0279621"	"DDB_G0279621"	""
"Q54WJ6"	"DDB_G0279619"	"DDB_G0279619"	""
"Q54WJ7"	"DDB_G0279617"	"DDB_G0279617"	""
"Q54WJ8"	"DDB_G0279615"	"DDB_G0279615"	""
"Q54WJ9"	"DDB_G0279613"	"DDB_G0279613"	"aldehyde dehydrogenase"
"Q54WK0"	"DDB_G0279611"	"DDB_G0279611"	"sterol desaturase family protein"
"Q54WK1"	"DDB_G0279609"	"DDB_G0279609"	"protein kinase, Atypical group, AFK family protein kinase, actin fragmin kinase"
"Q54WK3"	"DDB_G0279587"	"DDB_G0279587"	"Uncharacterized protein C7orf50"
"Q54WK4"	"DDB_G0279585"	"DDB_G0279585"	""
"Q54WK5"	"DDB_G0279583"	"DDB_G0279583"	""
"Q54WK7"	"DDB_G0279577"	"DDB_G0279577"	""
"Q54WK9"	"DDB_G0279575"	"DDB_G0279575"	"DUF1084 family protein"
"Q54WL0"	"DDB_G0279573"	"DDB_G0279573"	""
"Q54WL1"	"DDB_G0279571"	"DDB_G0279571"	"polymorphic membrane protein repeat-containing protein"
"Q54WL2"	"DDB_G0279569"	"gflD"	"RasGEF domain-containing protein, RhoGAP domain-containing protein, GRAM domain-containing protein"
"Q54WL3"	"DDB_G0279567"	"DDB_G0279567"	""
"Q54WL4"	"DDB_G0279565"	"DDB_G0279565"	"unknown"
"Q54WL5"	"DDB_G0279563"	"DDB_G0279563"	""
"Q54WL7"	"DDB_G0279561"	"DDB_G0279561"	"AMP-dependent synthetase and ligase domain-containing protein"
"Q54WL8"	"DDB_G0279559"	"pcf11"	"ENTH domain-containing protein, regulation of nuclear pre-mRNA domain-containing protein (RPR), pre-mRNA cleavage complex protein"
"Q54WL9"	"DDB_G0279557"	"DDB_G0279557"	"PUF domain-containing protein, pumilio RNA-binding region-containing protein"
"Q54WM0"	"DDB_G0279555"	"tmem184C"	"transmembrane protein 184C"
"Q54WM1"	"DDB_G0279553"	"nuf2"	"putative spindle pole body protein"
"Q54WM3"	"DDB_G0279551"	"DDB_G0279551"	""
"Q54WM4"	"DDB_G0279549"	"eif3G"	"eukaryotic translation initiation factor 3 (eIF3) subunit G"
"Q54WM5"	"DDB_G0279547"	"DDB_G0279547"	""
"Q54WM8"	"DDB_G0279541"	"DDB_G0279541"	""
"Q54WN0"	"DDB_G0279537"	"ap3d1"	"delta adaptin, adaptor-related protein complex 3, delta 1 subunit"
"Q54WN2"	"DDB_G0279535"	"DDB_G0279535"	"DUF1777 family protein, putative nucleic acid-binding protein"
"Q54WN3"	"DDB_G0279533"	"DDB_G0279533"	""
"Q54WN4"	"DDB_G0279531"	"DDB_G0279531"	""
"Q54WN5"	"DDB_G0279601"	"utp6"	"U3 snoRNP protein, U3 small nucleolar ribonucleoprotein, tetratricopeptide-like helical domain-containing protein (TPR)"
"Q54WN6"	"DDB_G0279599"	"crlG"	"G-protein-coupled receptor (GPCR) family protein, secretin-like receptor"
"Q54WN7"	"DDB_G0279529"	"bzpF"	"basic-leucine zipper (bZIP) transcription factor F"
"Q54WN8"	"DDB_G0279527"	"DDB_G0279527"	"unknown"
"Q54WN9"	"DDB_G0279525"	"DDB_G0279525"	""
"Q54WP0"	"DDB_G0279523"	"DDB_G0279523"	"N-terminal delta endotoxin domain-containing protein"
"Q54WP1"	"DDB_G0279521"	"DDB_G0279521"	""
"Q54WP3"	"DDB_G0279519"	"mrpl22"	"ribosomal protein L22, mitochondrial"
"Q54WP4"	"DDB_G0279517"	"DDB_G0279517"	""
"Q54WP5"	"DDB_G0279515"	"pigQ"	"putative glycosyltransferase, putative GlcNAc transferase, phosphatidylinositol glycan, class Q, phosphatidylinositol N-acetylglucosaminyltransferase subunit Q"
"Q54WP6"	"DDB_G0279513"	"DDB_G0279513"	""
"Q54WP7"	"DDB_G0279511"	"DDB_G0279511"	"RabGAP/TBC domain-containing protein, putative GTPase activating protein (GAP)"
"Q54WP8"	"DDB_G0279509"	"DDB_G0279509"	""
"Q54WP9"	"DDB_G0279507"	"plrg1"	"WD40 repeat-containing protein, putative RNA splicing factor"
"Q54WQ0"	"DDB_G0279505"	"DDB_G0279505"	""
"Q54WQ1"	"DDB_G0279503"	"DDB_G0279503"	""
"Q54WQ2"	"DDB_G0279597"	"DDB_G0279597"	"unknown"
"Q54WQ3"	"DDB_G0279501"	"DDB_G0279501"	""
