"UniProt_ID"	"GENE_ID"	"Gene_Name"	"Gene_products"	"padj"
"Q54SF5"	"DDB_G0282497"	"DDB_G0282497"	""	0.29
"Q54ST8"	"DDB_G0282287"	"DDB_G0282287"	""	0.29
"Q54SV3"	"DDB_G0282199"	"allB1"	"allantoinase"	0.29
"Q54WC8"	"DDB_G0279755"	"DDB_G0279755"	"OB fold-containing protein, nucleic acid binding"	0.29
"Q54XS0"	"DDB_G0278783"	"elp4"	"RNA polymerase II elongator complex subunit, elongation protein 4"	0.29
"Q551G1"	"DDB_G0276587"	"hspG4"	"heat shock protein Hsp20 domain-containing protein"	0.29
"Q55BS8"	"DDB_G0270382"	"DDB_G0270382"	""	0.29
"Q55D19"	"DDB_G0269812"	"DDB_G0269812"	""	0.29
"Q5V9F0"	"DDB_G0279793"	"lap"	"leucine aminopeptidase"	0.29
"Q75JL8"	"DDB_G0276065"	"DDB_G0276065"	"acyl-CoA oxidase"	0.29
"Q7Z203"	"DDB_G0289815"	"cupB"	"calcium up-regulated protein, ricin B lectin domain-containing protein"	0.29
"Q86AE2"	"DDB_G0271532"	"DDB_G0271532"	"pyridine nucleotide-disulphide oxidoreductase, NAD-binding region domain-containing protein"	0.29
"Q86K64"	"DDB_G0277195"	"mrps17"	"ribosomal protein S17, mitochondrial"	0.29
"Q86KI1"	"DDB_G0273439"	"ap2a1-1"	"adaptor-related protein complex 2, alpha subunit, alpha adaptin"	0.29
"Q8MP58"	"DDB_G0271506"	"pitrm1"	"peptidase M16 family protein, pitrilysin metalloprotease"	0.29
"Q9U9A3"	"DDB_G0272118"	"ppp6c"	"protein phosphatase 6 catalytic subunit"	0.29
"P34113"	"DDB_G0291862"	"rpl3"	"60S ribosomal protein L3"	0.3
"Q54DD2"	"DDB_G0292362"	"DDB_G0292362"	"peptidase M3A and M3B domain-containing protein"	0.3
"Q54DS3"	"DDB_G0292058"	"DDB_G0292058"	"unknown"	0.3
"Q54FL2"	"DDB_G0290783"	"rabG2"	"Rab GTPase"	0.3
"Q54I75"	"DDB_G0288943"	"DDB_G0288943"	""	0.3
"Q54IX5"	"DDB_G0288441"	"DDB_G0288441"	""	0.3
"Q54KN7"	"DDB_G0287227"	"trxE"	"thioredoxin"	0.3
"Q54KW1"	"DDB_G0287067"	"DDB_G0287067"	""	0.3
"Q54LW8"	"DDB_G0286459"	"DDB_G0286459"	"C1 domain-containing protein"	0.3
"Q54MI5"	"DDB_G0285921"	"mmm1"	"mitochondrial morphology maintenance protein 1"	0.3
"Q54P64"	"DDB_G0284835"	"aass"	"aminoadipic semialdehyde synthase, alanine dehydrogenase/PNT domain-containing protein, saccharopine dehydrogenase, lysine-ketoglutarate reductase"	0.3
"Q54R91"	"DDB_G0283307"	"prpf39"	"tetratricopeptide-like helical domain-containing protein (TPR), putative U1 small nuclear ribonucleoparticle-associated protein, pre-mRNA processing factor 39"	0.3
"Q54TB7"	"DDB_G0281873"	"pfdn4"	"prefoldin beta-like domain containing protein, prefoldin subunit 4"	0.3
"Q54WD9"	"DDB_G0279715"	"mtyrS"	"tyrosine-tRNA ligase, tyrosyl-tRNA synthetase, putative mitochondrial tyrosyl-tRNA synthetase, putative mitochondrial tyrosine-tRNA ligase"	0.3
"Q54XR1"	"DDB_G0278797"	"DDB_G0278797"	""	0.3
"Q54Z28"	"DDB_G0277943"	"parG"	"poly (ADP-ribose) glycohydrolase"	0.3
"Q54ZD0"	"DDB_G0277631"	"DDB_G0277631"	"Peptidyl-tRNA hydrolase 2, mitochondrial"	0.3
"Q551Y5"	"DDB_G0276255"	"DDB_G0276255"	"Pumilio domain-containing protein C14orf21"	0.3
"Q553F3"	"DDB_G0275787"	"rad6"	"ubiquitin-conjugating enzyme E2"	0.3
"Q553M7"	"DDB_G0275881"	"rpl13a"	"S60 ribosomal protein L13a"	0.3
"Q55EC7"	"DDB_G0269298"	"gefX"	"RasGEF domain-containing protein, LISK family protein kinase, protein kinase, TKL group, tyrosine kinase-like protein"	0.3
"Q869Q8"	"DDB_G0274511"	"DDB_G0274511"	"peptidase S10 family protein, serine carboxypeptidase"	0.3
"Q86A84"	"DDB_G0274809"	"mppA1"	"mitochondrial processing peptidase alpha subunit"	0.3
"Q86AT8"	"DDB_G0273531"	"spkA-2"	"ankyrin repeat-containing protein, SAM domain-containing protein, stress-activated MEK-like kinase, protein kinase, TKL group, tyrosine kinase-like protein, ARK family protein kinase"	0.3
"Q86H64"	"DDB_G0275851"	"DDB_G0275851"	"OS-9-related protein"	0.3
"Q86HD1"	"DDB_G0280831"	"DDB_G0280831"	"phosphoglycerate mutase family protein"	0.3
"Q86IC0"	"DDB_G0275513"	"DDB_G0275513"	"DUF962 family protein"	0.3
"Q86JJ0"	"DDB_G0271512"	"trmt61"	"tRNA(m1A58)-methyltransferase subunit, tRNA (adenine-N(1)-)-methyltransferase catalytic subunit"	0.3
"Q8T7K0"	"DDB_G0275451"	"alxA"	"ALG-2 interacting protein X"	0.3
"Q54C61"	"DDB_G0293138"	"src1"	"inner nuclear membrane protein Src1"	0.31
"Q54EG3"	"DDB_G0291526"	"rps14"	"40S ribosomal protein S14"	0.31
"Q54EY7"	"DDB_G0291265"	"gloA"	"lactoylglutathione lyase, glyoxylase I"	0.31
"Q54JU2"	"DDB_G0287793"	"DDB_G0287793"	"glutathione S-transferase, glutathione transferase"	0.31
"Q54NS3"	"DDB_G0285095"	"DDB_G0285095"	"TPR repeat-containing protein"	0.31
"Q54QG9"	"DDB_G0283891"	"ube1c"	"ubiquitin-activating enzyme E1C, NEDD8-activating enzyme E1 catalytic subunit, ubiquitin-activating enzyme 3 (UBA3)"	0.31
"Q54R13"	"DDB_G0283445"	"DDB_G0283445"	""	0.31
"Q54RB5"	"DDB_G0283275"	"DDB_G0283275"	"ribosomal protein L4P family protein"	0.31
"Q54RS6"	"DDB_G0282951"	"DDB_G0282951"	"unknown"	0.31
"Q54X02"	"DDB_G0279291"	"DDB_G0279291"	"peptidase M20 family protein"	0.31
"Q54XR6"	"DDB_G0278789"	"DDB_G0278789"	"heat shock protein DnaJ family protein"	0.31
"Q54Z20"	"DDB_G0277959"	"cupJ"	"ricin B lectin domain-containing protein, cup family protein"	0.31
"Q552L9"	"DDB_G0275985"	"mcfH"	"mitochondrial substrate carrier family protein H"	0.31
"Q556M5"	"DDB_G0273943"	"cyp508A1-2"	"cytochrome P450 family protein"	0.31
"Q557E8"	"DDB_G0273143"	"DDB_G0273143"	""	0.31
"Q55E30"	"DDB_G0269418"	"DDB_G0269418"	"osmotically inducible family protein"	0.31
"Q55FK1"	"DDB_G0268070"	"DDB_G0268070"	""	0.31
"Q75JD8"	"DDB_G0271804"	"DDB_G0271804"	""	0.31
"B0G0Z1"	"DDB_G0270910"	"DDB_G0270910"	"eukaryotic translation initiation factor 4E (eIF-4E) family protein"	0.32
"B0G186"	"DDB_G0295709"	"ufm1"	"ubiquitin-like Ufm1 family protein"	0.32
"P19198"	"DDB_G0272560"	"capA-1"	"cAMP-binding protein"	0.32
"Q1ZXJ2"	"DDB_G0294557"	"ctxC"	"putative actin binding protein"	0.32
"Q54CE3"	"DDB_G0293032"	"DDB_G0293032"	""	0.32
"Q54HE3"	"DDB_G0289513"	"rfa1"	"putative replication factor A DNA-binding subunit"	0.32
"Q54HF5"	"DDB_G0289501"	"cdc40"	"WD40 repeat-containing protein, putative RNA splicing factor"	0.32
"Q54JL3"	"DDB_G0287977"	"ftcd"	"formimidoyltransferase-cyclodeaminase"	0.32
"Q54MC2"	"DDB_G0286045"	"DDB_G0286045"	"BTB/POZ domain-containing protein, potassium channel tetramerization domain-containing protein"	0.32
"Q54P34"	"DDB_G0284817"	"DDB_G0284817"	"rRNA-processing protein EBP2"	0.32
"Q54RZ2"	"DDB_G0282825"	"yipf6"	"Yip1 domain-containing protein"	0.32
"Q54SJ6"	"DDB_G0282427"	"DDB_G0282427"	"PHD zinc finger-containing protein, HMG1/2 (high mobility group) box-containing protein"	0.32
"Q54TK1"	"DDB_G0281701"	"DDB_G0281701"	""	0.32
"Q54W18"	"DDB_G0279965"	"DDB_G0279965"	"NAD-dependent epimerase/dehydratase family protein, DUF1731 family protein"	0.32
"Q54WF2"	"DDB_G0279689"	"eftud1"	"elongation factor Tu domain-containing protein, small GTP-binding protein domain-containing protein, band 7 family protein"	0.32
"Q54X82"	"DDB_G0279141"	"ap1b1"	"adaptor-related protein complex 1, beta 1 subunit, beta adaptin"	0.32
"Q552S7"	"DDB_G0275913"	"DDB_G0275913"	"transferase hexapeptide repeat family protein, putative acetyltransferase"	0.32
"Q557B6"	"DDB_G0273237"	"DDB_G0273237"	"esterase/lipase/thioesterase domain-containing protein"	0.32
"Q55C77"	"DDB_G0270184"	"ger"	"GDP-keto-6-deoxymannose 3,5- epimerase/4-reductase, FX protein, GDP-L-fucose synthase"	0.32
"Q55CP3"	"DDB_G0269970"	"DDB_G0269970"	""	0.32
"Q55E60"	"DDB_G0269382"	"pepD"	"peptidase D"	0.32
"Q55GQ6"	"DDB_G0267560"	"uprt"	"uracil phosphoribosyltransferase"	0.32
"Q6DN52"	"DDB_G0288785"	"cbpL"	"NCS-1/frequenin-related protein"	0.32
"Q95UQ1"	"DDB_G0291077"	"rdiA"	"Rho GDP-dissociation inhibitor 1"	0.32
"Q9BIW4"	"DDB_G0287507"	"limD1"	"LIM-type zinc finger-containing protein D1"	0.32
"Q9XPI8"	"DDB_G0294046"	"mrps4"	"ribosomal protein S4, mitochondrial"	0.32
"O21050"	"DDB_G0294090"	"DidioMp05"	""	0.33
"P22684"	"DDB_G0277907"	"rplP1"	"ribosomal acidic phosphoprotein P1, 60S acidic ribosomal protein P1"	0.33
"P26200"	"DDB_G0286187"	"proB"	"profilin II"	0.33
"P34142"	"DDB_G0286553"	"rab21"	"Rab GTPase"	0.33
"P34150"	"DDB_G0291976"	"racD"	"Rho GTPase RacD"	0.33
"Q54B20"	"DDB_G0293946"	"DDB_G0293946"	"DUF339 family protein"	0.33
"Q54H53"	"DDB_G0289699"	"nola2"	"ribosomal protein L7Ae, H/ACA RNP complex subunit 2"	0.33
"Q54HB8"	"DDB_G0289571"	"DDB_G0289571"	""	0.33
"Q54IK9"	"DDB_G0288691"	"hook"	"hook family protein"	0.33
"Q54IP0"	"DDB_G0288639"	"DDB_G0288639"	"DNAJ heat shock N-terminal domain-containing protein, TPR repeat-containing protein"	0.33
"Q54J36"	"DDB_G0288329"	"DDB_G0288329"	""	0.33
"Q54NS2"	"DDB_G0285081"	"DDB_G0285081"	"leucine-rich repeat-containing protein (LRR)"	0.33
"Q54S30"	"DDB_G0282695"	"DDB_G0282695"	"unknown"	0.33
"Q54SL6"	"DDB_G0282395"	"gacQ"	"RhoGAP domain-containing protein"	0.33
"Q54ST4"	"DDB_G0282235"	"rfc5"	"replication factor C subunit 5"	0.33
"Q54TU8"	"DDB_G0281489"	"DDB_G0281489"	"transmembrane and coiled-coil domain-containing protein"	0.33
"Q54W38"	"DDB_G0279941"	"DDB_G0279941"	"Uncharacterized protein YMR196W"	0.33
"Q54X08"	"DDB_G0279281"	"mybV"	"myb domain-containing protein"	0.33
"Q54XC9"	"DDB_G0279039"	"DDB_G0279039"	""	0.33
"Q54XE7"	"DDB_G0279011"	"DDB_G0279011"	"thioredoxin domain-containing protein"	0.33
"Q55C70"	"DDB_G0270196"	"DDB_G0270196"	"putative mitochondrial import inner membrane translocase subunit 50, NIF domain-containing protein"	0.33
"Q55CD5"	"DDB_G0270106"	"DDB_G0270106"	"Long-chain-fatty-acid--CoA ligase ACSBG2"	0.33
"Q55F56"	"DDB_G0268252"	"DDB_G0268252"	""	0.33
"Q55F80"	"DDB_G0268218"	"DDB_G0268218"	""	0.33
"Q6TMJ9"	"DDB_G0280061"	"sybA"	"synaptobrevin domain-containing protein"	0.33
"Q76P15"	"DDB_G0277155"	"tom40"	"translocase of outer mitochondrial membrane 40"	0.33
"Q86A90"	"DDB_G0274567"	"mtrpS"	"tryptophanyl-tRNA synthetase, tryptophan-tRNA ligase, putative mitochondrial tryptophanyl-tRNA synthetase, putative mitochondrial tryptophan-tRNA ligase"	0.33
"Q86I17"	"DDB_G0275059"	"DDB_G0275059"	""	0.33
"Q86JB5"	"DDB_G0276899"	"DDB_G0276899"	"putative mitochondrial outer membrane TOB/SAM complex protein metaxin"	0.33
"Q86K94"	"DDB_G0277135"	"trappc3"	"trafficking protein particle complex subunit 3"	0.33
"Q86KK8"	"DDB_G0274249"	"DDB_G0274249"	""	0.33
"Q8T690"	"DDB_G0287461"	"abcG3"	"ABC transporter G family protein"	0.33
"Q9NCL8"	"DDB_G0290069"	"pitA"	"phosphatidylinositol transfer protein 1"	0.33
"B0M0P8"	"DDB_G0276371"	"gefL"	"Ras guanine nucleotide exchange factor"	0.34
"P0CT31"	"DDB_G0269134"	"efaAI"	"elongation factor 1 alpha, elongation factor 1a"	0.34
"P42528"	"DDB_G0283755"	"arpC"	"actin-related protein 3"	0.34
"Q1ZXB5"	"DDB_G0291318"	"DDB_G0291318"	"putative mitochondrial protein"	0.34
"Q54BJ4"	"DDB_G0293596"	"DDB_G0293596"	""	0.34
"Q54BN4"	"DDB_G0293700"	"rps21"	"40S ribosomal protein S21"	0.34
"Q54E51"	"DDB_G0291802"	"qtrt1"	"queuine tRNA-ribosyltransferase, tRNA-guanine transglycosylase"	0.34
"Q54G58"	"DDB_G0290387"	"DDB_G0290387"	"unknown"	0.34
"Q54I38"	"DDB_G0289031"	"DDB_G0289031"	"alpha/beta hydrolase fold-1 domain-containing protein"	0.34
"Q54I48"	"DDB_G0289013"	"slc44a2"	"solute carrier family 44 protein member 2"	0.34
"Q54LN4"	"DDB_G0286535"	"gghA"	"peptidase C26 family protein, gamma-glutamyl hydrolase"	0.34
"Q54RS5"	"DDB_G0282953"	"DDB_G0282953"	"unknown"	0.34
"Q54TF8"	"DDB_G0281553"	"helC"	"DEAD-box RNA helicase"	0.34
"Q54Z21"	"DDB_G0277957"	"DDB_G0277957"	"RNA recognition motif-containing protein RRM, nuclear transport factor 2 (NTF2) domain-containing protein"	0.34
"Q559Z0"	"DDB_G0272266"	"ndufa9"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"	0.34
"Q55BA6"	"DDB_G0271248"	"DDB_G0271248"	"Methylmalonic aciduria type A protein, mitochondrial"	0.34
"Q55CI8"	"DDB_G0270042"	"ascc3l"	"DEAD/DEAH box helicase, U5 small nuclear ribonucleoprotein 200 kDa helicase, Sec63 domain-containing protein"	0.34
"Q55CP4"	"DDB_G0269968"	"DDB_G0269968"	"armadillo repeat-containing protein, ARM repeat-containing protein"	0.34
"Q55D87"	"DDB_G0269746"	"itpk1"	"inositol-tetrakisphosphate 1-kinase, inositol 1,3,4-Tri5Phosphate 5/6 Kinase"	0.34
"Q55F64"	"DDB_G0268240"	"DDB_G0268240"	""	0.34
"Q55GJ4"	"DDB_G0267646"	"sec20"	"sec20 family protein"	0.34
"Q869S7"	"DDB_G0274449"	"scsB"	"succinate-CoA ligase (GDP-forming) beta subunit"	0.34
"Q86H49"	"DDB_G0275645"	"acn9"	"ACN9 family protein"	0.34
"B0G172"	"DDB_G0290671"	"rabggtb"	"protein geranylgeranyltransferase type II, Rab geranylgeranyltransferase beta subunit"	0.35
"C7G071"	"DDB_G0295739"	"DDB_G0295739"	"unknown"	0.35
"Q54DY3"	"DDB_G0291948"	"DDB_G0291948"	"UPF0539 family protein"	0.35
"Q54EY4"	"DDB_G0291267"	"dst3"	"STE20 family protein kinase Dst3"	0.35
"Q54FB9"	"DDB_G0290971"	"trafE"	"TNF receptor-associated factor E"	0.35
"Q54FD7"	"DDB_G0290927"	"etfa"	"electron transfer flavoprotein alpha subunit"	0.35
"Q54J05"	"DDB_G0288391"	"snrpB2"	"U2 small nuclear ribonucleoprotein B"	0.35
"Q54L00"	"DDB_G0287001"	"DDB_G0287001"	"LIM-type zinc finger-containing protein, protein kinase, TKL group, tyrosine kinase-like protein"	0.35
"Q54LI4"	"DDB_G0286803"	"vps41"	"RING zinc finger-containing protein, WD40 repeat-containing protein, 7-fold repeat in clathrin and VPS proteins repeat-containing protein"	0.35
"Q54MT0"	"DDB_G0285683"	"eif3I"	"eukaryotic translation initiation factor 3 (eIF3) subunit I"	0.35
"Q54PA0"	"DDB_G0284685"	"mpi"	"mannose-6-phosphate isomerase, phosphomannose isomerase"	0.35
"Q54PG3"	"DDB_G0284575"	"DDB_G0284575"	"N(2),N(2)-dimethylguanosine tRNA methyltransferase"	0.35
"Q54QK4"	"DDB_G0283795"	"commd3"	"COMM domain-containing protein 3"	0.35
"Q54RK5"	"DDB_G0283137"	"enoA"	"enolase A"	0.35
"Q54RW2"	"DDB_G0282879"	"DDB_G0282879"	""	0.35
"Q54VX1"	"DDB_G0280089"	"DDB_G0280089"	"RING zinc finger-containing protein"	0.35
"Q54X83"	"DDB_G0279139"	"DDB_G0279139"	"ankyrin repeat-containing protein"	0.35
"Q54Y28"	"DDB_G0278453"	"DDB_G0278453"	"coiled-coil domain-containing protein"	0.35
"Q54YD9"	"DDB_G0278283"	"fol1"	"dihydro-6-hydroxymethylpterin pyrophosphokinase (HPPK), dihydropteroate synthetase (DHPS), dihydroneopterin aldolase (DHNA) domain-containing protein"	0.35
"Q552J0"	"DDB_G0276233"	"cct8"	"chaperonin containing TCP1 theta subunit"	0.35
"Q555E8"	"DDB_G0274669"	"DDB_G0274669"	""	0.35
"Q555I0"	"DDB_G0274873"	"pex19"	"peroxin 19, peroxisomal biogenesis factor 19"	0.35
"Q557D6"	"DDB_G0273631"	"cwc15-2"	"putative pre-mRNA-splicing factor CWC15"	0.35
"Q55CB3"	"DDB_G0270132"	"DDB_G0270132"	""	0.35
"Q55DE7"	"DDB_G0269682"	"atxn2"	"ataxin-2"	0.35
"Q6XHB2"	"DDB_G0288251"	"roco4"	"LRRK family protein kinase Roco4"	0.35
"B0G112"	"DDB_G0277337"	"DDB_G0277337"	"beta-lactamase family protein"	0.36
"B0G180"	"DDB_G0290851"	"spc3"	"signal peptidase complex subunit 3"	0.36
"P42520"	"DDB_G0290141"	"rps17"	"40S ribosomal protein S17"	0.36
"Q54DF9"	"DDB_G0292294"	"hemE"	"uroporphyrinogen decarboxylase"	0.36
"Q54F41"	"DDB_G0291131"	"DDB_G0291131"	"SH3 domain-containing kinase-binding protein 1"	0.36
"Q54G86"	"DDB_G0290315"	"rpl23"	"S60 ribosomal protein L23"	0.36
"Q54GJ9"	"DDB_G0290109"	"DDB_G0290109"	""	0.36
"Q54J68"	"DDB_G0288265"	"DDB_G0288265"	"chaperonin Cpn10 family protein, chaperonin 10"	0.36
"Q54L40"	"DDB_G0286919"	"uba2"	"sumo-activating enzyme subunit 2, ubiquitin-like 1-activating enzyme E1B"	0.36
"Q54N80"	"DDB_G0285455"	"impA"	"FKBP-type peptidylprolyl cis-trans isomerase (PPIase) ImpA"	0.36
"Q54PL3"	"DDB_G0284481"	"DDB_G0284481"	""	0.36
"Q54PQ6"	"DDB_G0284383"	"DDB_G0284383"	"Nucleolar complex protein 2 homolog"	0.36
"Q54QF9"	"DDB_G0283763"	"grpE"	"molecular chaperone"	0.36
"Q54RB1"	"DDB_G0283281"	"DDB_G0283281"	"strictosidine synthase family protein"	0.36
"Q54S02"	"DDB_G0282743"	"haao"	"3-hydroxyanthranilate 3,4-dioxygenase"	0.36
"Q54TH6"	"DDB_G0281745"	"DDB_G0281745"	"LISK family protein kinase, protein kinase, TKL group, tyrosine kinase-like protein"	0.36
"Q54VL9"	"DDB_G0280259"	"DDB_G0280259"	"Lariat debranching enzyme"	0.36
"Q54WF0"	"DDB_G0279693"	"DDB_G0279693"	"importin beta family protein"	0.36
"Q54YB2"	"DDB_G0278663"	"DDB_G0278663"	"coiled-coil domain-containing protein"	0.36
"Q555G9"	"DDB_G0274885"	"cdc73"	"RNA polymerase II complex component, cell division cycle 73 protein"	0.36
"Q55DY8"	"DDB_G0269470"	"mcfF"	"mitochondrial substrate carrier family protein F"	0.36
"Q55E77"	"DDB_G0270488"	"DDB_G0270488"	""	0.36
"Q55F85"	"DDB_G0268210"	"DDB_G0268210"	"unknown"	0.36
"Q55FI4"	"DDB_G0268098"	"nop58"	"nucleolar protein 58"	0.36
"Q55G70"	"DDB_G0267796"	"DDB_G0267796"	"initiation factor eIF-4 gamma middle domain-containing protein, putative RNA splicing factor, initiation factor eIF-4 gamma, MA3 domain-containing protein"	0.36
"Q75JT7"	"DDB_G0272152"	"DDB_G0272152"	"unknown"	0.36
"Q869X7"	"DDB_G0275159"	"DDB_G0275159"	"putative histone acetyltransferase"	0.36
"Q86JJ5"	"DDB_G0277677"	"rpb11"	"RNA polymerase II core subunit"	0.36
"Q86KL4"	"DDB_G0271910"	"DDB_G0271910"	"PUA domain-containing protein, MCTS1 family protein"	0.36
"B0G156"	"DDB_G0294631"	"DDB_G0294631"	"unknown"	0.37
"O00909"	"DDB_G0289173"	"arfA"	"ADP-ribosylation factor A"	0.37
"P20054"	"DDB_G0276335"	"pyr1-3"	"dihydroorotase, aspartate carbamoyltransferase, glutamine-dependent carbamoyl-phosphate synthase"	0.37
"Q54BK1"	"DDB_G0293588"	"ggps1"	"geranylgeranyl diphosphate synthase 1"	0.37
"Q54DK1"	"DDB_G0292250"	"sqrdl"	"putative sulfide quinone reductase"	0.37
"Q54DU0"	"DDB_G0292036"	"ric8"	"synembryn family protein Ric8"	0.37
"Q54E19"	"DDB_G0291872"	"DDB_G0291872"	"SMAD/FHA domain-containing protein, PARP-type zinc finger-containing protein, uracil-DNA glycosylase family protein"	0.37
"Q54F04"	"DDB_G0291201"	"ctrC"	"putative cationic amino acid transporter, solute carrier family 7 member protein"	0.37
"Q54G88"	"DDB_G0290311"	"DDB_G0290311"	"54S ribosomal protein L17, mitochondrial"	0.37
"Q54GR2"	"DDB_G0289957"	"DDB_G0289957"	""	0.37
"Q54H66"	"DDB_G0289679"	"DDB_G0289679"	""	0.37
"Q54HF0"	"DDB_G0289507"	"act25"	"actin"	0.37
"Q54J23"	"DDB_G0288349"	"rpl35"	"S60 ribosomal protein L35"	0.37
"Q54J94"	"DDB_G0288209"	"twm1"	"T7-like mitochondrial DNA helicase"	0.37
"Q54XC1"	"DDB_G0279053"	"DDB_G0279053"	"5'-nucleotidase"	0.37
"Q54YZ4"	"DDB_G0277991"	"etfb"	"electron transfer flavoprotein beta subunit"	0.37
"Q553U6"	"DDB_G0275023"	"act22"	"actin"	0.37
"Q554M4"	"DDB_G0275001"	"DDB_G0275001"	"UPF0244 protein yjjX"	0.37
"Q555U9"	"DDB_G0274735"	"DDB_G0274735"	"unknown"	0.37
"Q556K1"	"DDB_G0273041"	"DDB_G0273041"	"SH3 domain-containing protein"	0.37
"Q557J6"	"DDB_G0273517"	"abpE-2"	"actin binding protein E"	0.37
"Q55BA1"	"DDB_G0271240"	"utp18"	"WD40 repeat-containing protein, U3 snoRNP protein, U3 small nucleolar ribonucleoprotein"	0.37
"Q55F94"	"DDB_G0268592"	"dlpA"	"dynamin-like protein A"	0.37
"Q55FM7"	"DDB_G0268034"	"DDB_G0268034"	"Rab GDP dissociation inhibitor alpha"	0.37
"Q55G27"	"DDB_G0267854"	"gxcD"	"RhoGEF domain-containing protein, calponin homology (CH) domain-containing protein, villin headpiece (VHP) domain-containing protein"	0.37
"Q6UK63"	"DDB_G0287855"	"pirA"	"component of SCAR regulatory complex"	0.37
"Q76NT6"	"DDB_G0277435"	"dpm3"	"dolichol-phosphate mannosyltransferase subunit 3"	0.37
"Q86I14"	"DDB_G0275055"	"commd7"	"COMM domain-containing protein 7"	0.37
"Q8IS16"	"DDB_G0276963"	"gefH"	"Ras guanine nucleotide exchange factor H"	0.37
"Q8MQU6"	"DDB_G0267426"	"cshA"	"citrate synthase"	0.37
"Q9XPI7"	"DDB_G0294050"	"mrps2"	"ribosomal protein S2, ribosomal protein S2, mitochondrial"	0.37
"C7G020"	"DDB_G0282095"	"DDB_G0282095"	"beta-lactamase family protein"	0.38
"P0C8Z5"	"DDB_G0304543"	"psmG4"	"proteasome assembly chaperone 4"	0.38
"P22237"	"DDB_G0294032"	"nad9"	"NADH dehydrogenase subunit 9"	0.38
"P22685"	"DDB_G0286501"	"rplP0"	"ribosomal acidic phosphoprotein P0, 60S acidic ribosomal protein P0"	0.38
"P36413"	"DDB_G0277847"	"pdhC"	"dihydrolipoamide acetyltransferase, dihydrolipoyllysine-residue acetyltransferase, pyruvate dehydrogenase E2 component"	0.38
"Q54CL0"	"DDB_G0292876"	"DDB_G0292876"	""	0.38
"Q54G79"	"DDB_G0290329"	"DDB_G0290329"	"short-chain dehydrogenase/reductase (SDR) family protein, glucose/ribitol dehydrogenase family protein"	0.38
"Q54H97"	"DDB_G0289609"	"DDB_G0289609"	"putative acetoin dehydrogenase, CBS (cystathionine-beta-synthase) domain-containing protein"	0.38
"Q54I73"	"DDB_G0288947"	"DDB_G0288947"	"unknown"	0.38
"Q54KI1"	"DDB_G0287331"	"DDB_G0287331"	"dynamin domain-containing protein"	0.38
"Q54N39"	"DDB_G0285525"	"DDB_G0285525"	"dephospho-CoA kinase"	0.38
"Q54TH8"	"DDB_G0281741"	"cct3"	"chaperonin containing TCP1 gamma subunit"	0.38
"Q54VQ1"	"DDB_G0280037"	"ddj1"	"heat shock protein"	0.38
"Q54YD4"	"DDB_G0278293"	"ileS"	"isoleucyl-tRNA synthetase, isoleucine-tRNA ligase"	0.38
"Q551Q1"	"DDB_G0276557"	"DDB_G0276557"	""	0.38
"Q55BQ8"	"DDB_G0270404"	"docB"	"DOCK family protein, putative guanine nucleotide exchange factor (GEF)"	0.38
"Q55DM0"	"DDB_G0269608"	"DDB_G0269608"	"Glomulin"	0.38
"Q55EH5"	"DDB_G0268898"	"wdr75"	"WD40 repeat-containing protein, U3 snoRNP protein, U3 small nucleolar ribonucleoprotein"	0.38
"Q6XHA6"	"DDB_G0291710"	"roco10"	"LRRK family protein kinase Roco10"	0.38
"Q71A38"	"DDB_G0285433"	"phlp2"	"phosducin-like protein"	0.38
"Q75JG8"	"DDB_G0276115"	"dph5"	"diphthamide biosynthesis protein 5, methyltransferase"	0.38
"Q869N7"	"DDB_G0271884"	"DDB_G0271884"	"putative quinone oxidoreductase, alcohol dehydrogenase"	0.38
"Q86A72"	"DDB_G0274781"	"DDB_G0274781"	"calcium-binding protein, recoverin family protein, NCS-1/frequenin-related protein, S100/CaBP-9k-type calcium-binding domain-containing protein"	0.38
"Q86H29"	"DDB_G0275667"	"DDB_G0275667"	"KTI12 family protein"	0.38
"Q86KR5"	"DDB_G0277761"	"DDB_G0277761"	"endoribonuclease L-PSP"	0.38
"C7FZZ9"	"DDB_G0295773"	"DDB_G0295773"	"DUF1077 family protein"	0.39
"O97470"	"DDB_G0267454"	"ancA"	"ADP/ATP translocase, transmembrane protein, mitochondrial substrate carrier family protein"	0.39
"Q54B13"	"DDB_G0293956"	"DDB_G0293956"	"tRNA-binding protein ygjH"	0.39
"Q54C92"	"DDB_G0293180"	"csn6"	"Mov34/MPN/PAD-1 family protein, COP9 signalosome complex subunit 6"	0.39
"Q54E36"	"DDB_G0291838"	"xpo2"	"exportin 2"	0.39
"Q54EH2"	"DDB_G0291636"	"rpb5"	"RNA polymerase II core subunit, RNA polymerase I core subunit, RNA polymerase III core subunit"	0.39
"Q54IA7"	"DDB_G0288893"	"hemF"	"coproporphyrinogen III oxidase, coproporphyrinogen oxidase"	0.39
"Q54II1"	"DDB_G0288735"	"DDB_G0288735"	"putative acyl-CoA oxidase"	0.39
"Q54KB7"	"DDB_G0287469"	"glud1"	"NADP-dependent glutamate dehydrogenase"	0.39
"Q54MF7"	"DDB_G0285989"	"DDB_G0285989"	""	0.39
